Reklame,"die Reklame, -n",Ich möchte keine Reklame im Briefkasten.,,,,,
Rekord,"der Rekord, -e",Es gibt einen neuen Rekord im Schwimmen.,,,,,
Religion,"die Religion, -en",Religion ist für manche Menschen sehr wichtig.,,,,,
Rente,"die Rente, -n (D, CH) ? A, CH: Pension",Sie ist 67 und bekommt jetzt eine gute Rente.,,,,,
"Rentner, Rentnerin","der Rentner, - die Rentnerin, -nen (D, CH) ? A: Pensionist",Meine Großmutter arbeitet nicht mehr. Sie ist Rentnerin.,,,,,
Reparatur,"die Reparatur, -en",Eine Reparatur wäre zu teuer.,,,,,
Reportage,"die Reportage, -n",Hast du die Reportage über Afrika gesehen?,,,,,
"Reporter, Reporterin","der Reporter, - die Reporterin, -nen",Die Reporterin macht gerade ein Interview.,,,,,
Reservierung,"die Reservierung, -en",Was kostet eine Reservierung?,,,,,
Respekt,der Respekt,Ich habe großen Respekt vor meinem Lehrer.,Du solltest ihr mehr Respekt entgegenbringen.,Ich habe bei der Prüfung alle Punkte erreicht! – Respekt!,,,
Rest,"der Rest, -e",Hier sind 100 Euro. Den Rest gebe ich dir später.,Es ist noch ein Rest Wein da. Möchtest du noch?,,,,
Restaurant,"das Restaurant, -s",Wir essen heute im Restaurant.,,,,,
Rezept,"das Rezept, -e",Diese Schmerztabletten gibt es nur auf Rezept.,Weißt du ein gutes Rezept für Gemüsesuppe?,,,,
Rezeption/Reception,"die Rezeption/Reception, -en",Geben Sie bitte den Schlüssel an der Rezeption ab.,,,,,
"Richter, Richterin","der Richter, - die Richterin, -nen",Der Richter hat noch kein Urteil gesprochen.,,,,,
Richtung,"die Richtung, -en",Der Zug in Richtung Köln hat Verspätung.,Wo ist der Bahnhof? In welche Richtung muss ich fahren?,,,,
Rind,"das Rind, -er",Ich esse nur Fleisch vom Rind.,,,,,
Ring,"der Ring, -e",Ich habe meinen Ring verloren.,,,,,
Risiko,"das Risiko, Risiken",Ich nehme keinen Kredit auf. Das Risiko ist mir zu hoch.,,,,,
Rock,"der Rock, ¨-e",Diese Bluse passt nicht zu meinem Rock.,,,,,
(Back-)Rohr,"das (Back-)Rohr, -e (A) ? D, CH: (Back-)Ofen",Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Rohr.,,,,,
Rolle,"die Rolle, -n",Die Schauspielerin hat ihre Rolle sehr gut gespielt.,Geld spielt in diesem Fall keine Rolle.,,,,
Roman,"der Roman, -e",Ich lese gern Romane.,,,,,
Rose,"die Rose, -n",Rote Rosen sind ein schönes Geschenk.,,,,,
Rucksack,"der Rucksack, ¨-e",Ich brauche nicht viel. Ich nehme nur meinen Rucksack mit.,,,,,
Rückfahrt,"die Rückfahrt, -en",Auf der Rückfahrt besuche ich meine Eltern.,,,,,
Rückkehr,die Rückkehr,Nach meiner Rückkehr haben wir ein großes Fest gefeiert.,,,,,
Rücken,"der Rücken, -",Mir tut der Rücken weh.,,,,,
Rücksicht,"die Rücksicht, -en",Nehmen Sie bitte Rücksicht auf die anderen Gäste.,,,,,
Rüebli,"das Rüebli, - (CH) ? Karotte; D: Möhre",Hasen fressen gern Rüebli.,,,,,
Rufnummer,"die Rufnummer, -n",Wir möchten Sie gerne anrufen. Wie ist Ihre Rufnummer?,,,,,
Ruhe,die Ruhe,"Ruhe, bitte!",Lass mich jetzt endlich in Ruhe!,Ich brauche meine Ruhe.,,,
Runde,"die Runde, -n",Ich laufe jeden Tag fünf Runden im Park.,Wir müssen über die Probleme sprechen. Am besten mit allen in einer Runde.,,,,
Rundfahrt,"die Rundfahrt, -en",Am zweiten Tag haben wir eine Rundfahrt durch den Hafen gemacht.,,,,,
Saal,"der Saal, Säle",Für unsere Familienfeier haben wir einen kleinen Saal gemietet.,,,,,
Sache,"die Sache, -n",Wir haben unsere Sachen im Hotel gelassen.,Er hat zum Geburtstag viele Sachen bekommen.,Das geht mich nichts an. Das ist Ihre Sache.,,,
Sack,"der Sack, ¨-e",Ich hätte gern einen Sack Kartoffeln.,Wo soll ich die Säcke mit dem Müll hinstellen?,,,,
Saft,"der Saft, ¨-e",Ich trinke gern Apfelsaft.,,,,,
(Schlag-)Sahne,die (Schlag-)Sahne (D) ? A: (Schlag-)Obers; CH: (Schlag-)Rahm,Ich hätte gern ein Stück Torte mit Sahne.,,,,,
Saison,"die Saison, -s",Urlaub in den Schulferien ist immer teurer. Das ist die Saison mit den höchsten Preisen.,,,,,
Salat,"der Salat, -e",Möchten Sie zum Fisch einen Salat?,,,,,
Salbe,"die Salbe, -n",Diese Salbe gibt es nur auf Rezept.,,,,,
Salon,"der Salon, -s",Sie arbeitet als Friseurin in einem Salon.,,,,,
Salz,"das Salz, -e",Gib mir bitte mal das Salz!,,,,,
Sand,der Sand,Die Kinder spielen gern im Sand.,,,,,
"Sänger, Sängerin","der Sänger, - die Sängerin, -nen",Wie findest du diesen Sänger? ? Ich finde seine Stimme toll.,,,,,
Satz,"der Satz, ¨-e",Den letzten Satz verstehe ich nicht.,,,,,
Schachtel,"die Schachtel, -n",Ich hätte gern eine Schachtel Zigaretten.,Meiner Mutter schenke ich eine Schachtel Pralinen.,,,,
Schaden,"der Schaden, ¨-",Ich hatte einen Unfall mit dem Auto. Jetzt muss ich den Schaden der Versicherung melden.,,,,,
Schalter,"der Schalter, -",Der Lichtschalter ist rechts neben der Tür.,Briefmarken bekommen Sie am Schalter 3.,,,,
Schatten,"der Schatten, -",Gestern hatten wir 25 Grad im Schatten.,,,,,
Schaufenster,"das Schaufenster, -",Ich habe im Schaufenster eine schicke Bluse gesehen.,,,,,
"Schauspieler, Schauspielerin","der Schauspieler, - die Schauspielerin, -nen",Der Film war toll. Die Schauspieler waren sehr gut.,,,,,
Scheibe,"die Scheibe, -n","Fünf Scheiben Käse, bitte.",Die Scheiben sind ganz schmutzig. Ich muss die Fenster putzen.,,,,
Scheidung,"die Scheidung, -en",Wann war die Scheidung?,,,,,
Schein,"der Schein, -e",Kannst du einen Schein in Kleingeld wechseln?,Hast du Kleingeld für den Automaten? Ich habe nur Scheine.,,,,
Schere,"die Schere, -n",Die Schere hier schneidet schlecht. Hast du noch eine andere?,,,,,
Schiff,"das Schiff, -e",Sind Sie mit dem Schiff oder mit dem Flugzeug gekommen?,,,,,
Schild,"das Schild, -er","Kannst du lesen, was dort auf dem Schild steht?",Machen Sie bitte das Schild ab? Der Pullover ist ein Geschenk.,,,,
Schinken,"der Schinken, -","Bitte, ein Brötchen mit Schinken.",,,,,
Schirm,"der Schirm, -e",Es regnet. Hast du einen Schirm dabei?,,,,,
Schlaf,der Schlaf,Das Kind macht jeden Tag nach dem Mittagessen einen kurzen Schlaf.,Genügend Schlaf ist wichtig für die Gesundheit.,,,,
Schlange,"die Schlange, -n",Auf der Post gibt es immer eine lange (Warte-)Schlange.,,,,,
Schloss,"das Schloss, ¨-er",An unserer Wohnungstür ist das Schloss kaputt.,Wir haben am Wochenende ein Schloss besichtigt.,,,,
Schluss,der Schluss,Ich muss jetzt Schluss machen. Es klingelt an der Tür.,Zum Schluss nochmals herzlichen Dank.,,,,
Schlüssel,"der Schlüssel, -",Ich kann meine Schlüssel nicht finden.,,,,,
Schmerz,"der Schmerz, -en",Haben Sie Schmerzen?,Ich kann vor Schmerzen nicht laufen.,,,,
Schmerzmittel,"das Schmerzmittel, -",Sie haben Zahnschmerzen? Ich verschreibe Ihnen ein Schmerzmittel.,,,,,
Schmuck,der Schmuck,Dieser Schmuck ist von meiner Großmutter.,,,,,
Schmutz,der Schmutz,Du hast Schmutz an deinen Schuhen.,,,,,
Schnee,der Schnee,Im Februar gibt es oft viel Schnee.,,,,,
Schnitzel,"das Schnitzel, -",Bitte ein Schnitzel mit Kartoffeln und Salat.,,,,,
Schnupfen,der Schnupfen,Ich habe Schnupfen. Welches Medikament empfehlen Sie?,,,,,
Schokolade,die Schokolade,Ich habe eine Tafel Schokolade gegessen.,Bringen Sie mir bitte eine Tasse heiße Schokolade.,,,,
Schrank,"der Schrank, ¨-e (D, CH) ? A, CH: Kasten",Die Handtücher liegen im Schrank.,,,,,
Schreck(en),der Schreck(en),Ich habe einen großen Schreck bekommen.,,,,,
Schreiben,"das Schreiben, -",Haben Sie mein Schreiben vom 3. März erhalten?,,,,,
Schrift,"die Schrift, -en",Ich kann leider deine Schrift nicht lesen.,,,,,
"Schriftsteller, Schriftstellerin","der Schriftsteller, - die Schriftstellerin, -nen",Kennst du diese Schriftstellerin? Ich liebe ihre Bücher.,,,,,
Schritt,"der Schritt, -e",Die Sprachschule ist nur ein paar Schritte von hier.,Du musst der Anleitung Schritt für Schritt folgen.,,,,
Schuh,"der Schuh, -e",Die neuen Schuhe sind mir zu eng.,,,,,
Schuld,die Schuld,"Es ist nicht meine Schuld, dass das nicht geklappt hat.",,,,,
Schulden (Pl.),die Schulden (Pl.),Jetzt habe ich alle meine Schulden bezahlt.,,,,,
Schule,"die Schule, -n",Meine Tochter geht schon in die Schule.,Nächste Woche fängt die Schule wieder an.,Die Schule ist gleich hier um die Ecke.,,,
Schularbeit,"die Schularbeit, -en (A) ? D: Klassenarbeit",Mein Sohn schreibt bei Schularbeiten immer gute Noten.,,,,,
"Schüler, Schülerin","der Schüler, - die Schülerin, -nen",In der Klasse sind 25 Schülerinnen.,,,,,
Schulter,"die Schulter, -n",Ich habe Schmerzen in der rechten Schulter.,,,,,
Schüssel,"die Schüssel, -n",Gibst du mir bitte eine Schüssel für den Salat?,,,,,
Schutz,der Schutz,Das ist ein guter Schutz gegen Kälte.,Alle reden heute über den Schutz der Umwelt.,,,,
Schwammerl,"das Schwammerl, -n (A) ? Pilz schwanger",Haben Sie frische Schwammerln? Meine Frau ist im dritten Monat schwanger.,,,,,
Schwangerschaft,"die Schwangerschaft, -en",Sie dürfen während der Schwangerschaft nicht rauchen.,,,,,
Schwester,"die Schwester, -n",Ich habe eine ältere Schwester und einen jüngeren Bruder.,Schwester Anna hat mir eine Schmerztablette gegeben.,,,,
Schwierigkeit,"die Schwierigkeit, -en",Ich hatte große Schwierigkeiten einen Parkplatz zu bekommen.,,,,,
Schwimmbad,"das Schwimmbad, ¨-er",Kommst du mit ins Schwimmbad?,,,,,
See,"der See, -n",Unser Hotel war direkt am See.,,,,,
See,die See,Im Sommer fahren wir immer an die See.,,,,,
Nord-/Ostsee,die Nord-/Ostsee,Warst du schon mal an der Nord/Ostsee?,,,,,
Sehenswürdigkeit,"die Sehenswürdigkeit, -en",Welche Sehenswürdigkeiten gibt es hier?,,,,,
Seife,"die Seife, -n",Hier gibt es keine Seife.,,,,,
Seite,"die Seite, -n",Das hier ist die Goethestraße. Ich wohne auf der linken Seite.,Der Text steht auf Seite 20.,,,,
"Sekretär, Sekretärin","der Sekretär, -e die Sekretärin, -nen",Der neue Sekretär hat sich gestern vorgestellt.,,,,,
Semester,"das Semester, -",Mein Neffe studiert im 7. Semester Medizin.,,,,,
Seminar,"das Seminar, -e",Ich möchte dieses Seminar unbedingt besuchen.,,,,,
Semmel,"die Semmel, -n (A) ? D: Brötchen; CH: Brötli",Ich hole schnell ein paar Semmeln zum Frühstück.,,,,,
Sender,"der Sender, -",Welchen Sender siehst du am liebsten?,Ich höre im Radio am liebsten Sender mit moderner Musik.,,,,
Sendung,"die Sendung, -en",Wir wiederholen die Sendung am,Mai.,Ich warte auf eine Postsendung.,,,
Senioren (Pl.),die Senioren (Pl.),Dieser Computerkurs ist für Senioren.,,,,,
Serie,"die Serie, -n","Meine Tochter liebt es, im Fernsehen Serien zu schauen.",,,,,
Service,der Service,Rufst du beim Pizza-Service an?,Ich war mit dem Service in der Werkstatt nicht zufrieden.,,,,
Serviceangestellte,"der Serviceangestellte, -n die Serviceangestellte, -n (CH) ? Kellner; D, A: Ober",Ich bin Serviceangestellte von Beruf.,,,,,
Sessel,"der Sessel, - (D, CH) ? A, CH: Fauteuil",Ich hätte gern einen bequemen Sessel.,,,,,
Sessel,"der Sessel, - (A) ? D, CH: Stuhl",Da hinten ist noch ein Sessel frei.,,,,,
Sicherheit,"die Sicherheit, -en",Sicherheit ist für mich sehr wichtig.,,,,,
Sieg,"der Sieg, -e",Unsere Mannschaft hat gewonnen. Wir freuen uns über den Sieg.,,,,,
"Sieger, Siegerin","der Sieger, - die Siegerin, -nen",Wer hat gewonnen? Wie heißt die Siegerin?,,,,,
Sinn,der Sinn,"Es hat keinen Sinn, noch ein Spiel zu beginnen. Es ist schon spät.",,,,,
Situation,"die Situation, -en",Ich bin in einer schwierigen Situation.,,,,,
Sitz,"der Sitz, -e",Ich suche für meinen Sohn einen Sitz fürs Auto. Erst ist erst drei Jahre alt.,,,,,
Ski/Schi,"der Ski/Schi, -er/-",Gehen wir am Wochenende Ski laufen?,Das sind aber schöne Skier!,,,,
Socke,"die Socke, -n",Im Winter brauche ich warme Socken.,,,,,
Sofa,"das Sofa, -s",Wir hätten gern ein modernes Sofa.,,,,,
Sohn,"der Sohn, ¨-e",Mein jüngster Sohn ist vier.,,,,,
Sonderangebot,"das Sonderangebot, -e",Das ist ein Sonderangebot: 25 % reduziert.,,,,,
Sonne,die Sonne,Das Wetter ist schön. Die Sonne scheint.,Ich habe zu lange in der Sonne gelegen.,,,,
Sorge,"die Sorge, -n",Um Ihre Zukunft brauchen Sie sich keine Sorgen zu machen.,,,,,
Soße/Sauce,"die Soße/Sauce, -n",Gibst du mir bitte mal die Soße?,,,,,
Souvenir,"das Souvenir, -s",Ich habe ein paar Souvenirs aus dem Urlaub mitgebracht.,,,,,
"Sozialarbeiter, Sozialarbeiterin","der Sozialarbeiter, - die Sozialarbeiterin, -nen",Die Sozialarbeiterin kommt einmal in der Woche.,,,,,
Spaß,der Spaß,Meine Arbeit macht mir viel Spaß.,Viel Spaß bei der Party!,,,,
Spaziergang,"der Spaziergang, ¨-e",Abends mache ich oft einen Spaziergang durch das Viertel.,,,,,
Speisekarte,"die Speisekarte, -n","Bitte, die Speisekarte.",,,,,
Speisewagen,"der Speisewagen, -",Wo ist der Speisewagen?,,,,,
"Spezialist, Spezialistin","der Spezialist, -en die Spezialistin, -nen",Mein Arzt hat mich zur Spezialistin geschickt.,,,,,
Spiegel,"der Spiegel, -","Ich möchte gerne sehen, wie mein Kleid sitzt. Hast du einen Spiegel?",,,,,
Spiel,"das Spiel, -e",Monopoly ist ein ganz bekanntes Spiel.,Nach 20 Minuten stand das Spiel 2:1.,,,,
"Spieler, Spielerin","der Spieler, - die Spielerin, -nen",Für dieses Spiel braucht man zwei bis vier Spieler.,Beim Fußball gibt es elf Spieler.,,,,
Spielplatz,"der Spielplatz, ¨-e",Die Kinder sind auf dem Spielplatz.,,,,,
Spielzeug,"das Spielzeug, -e",Zu Weihnachten wünschen sich die Kinder vor allem Spielzeug.,,,,,
Sport,der Sport,Für Sport interessiere ich mich sehr.,Ich mache viel Sport.,,,,
Sportart,"die Sportart, -en",Welche Sportart findest du am besten?,,,,,
"Sportler, Sportlerin","der Sportler, - die Sportlerin, -nen",Sie ist eine gute Sportlerin.,,,,,
Sprache,"die Sprache, -n",Franco spricht mehrere Sprachen.,,,,,
Fremdsprache,"die Fremdsprache, -n",Ich spreche drei Fremdsprachen.,,,,,
Muttersprache,"die Muttersprache, -n",Was ist Ihre Muttersprache?,,,,,
Zweitsprache,"die Zweitsprache, -n",Deutsch ist seine Zweitsprache.,,,,,
Sprechstunde,"die Sprechstunde, -n ? A: Ordination",Frau Dr. Berger hat von 8 bis 12 Uhr Sprechstunde.,,,,,
Spritze,"die Spritze, -n",Ich habe heute vom Arzt eine Spritze gegen die Schmerzen bekommen.,,,,,
Spur,"die Spur, -en","Fahren Sie bitte auf der linken Spur, wenn Sie schneller fahren.",,,,,
Stadion,"das Stadion, Stadien",Ich möchte am Samstag ins Stadion gehen. Da spielt meine Mannschaft.,,,,,
Stadt,"die Stadt, ¨-e",Heidelberg ist eine alte Stadt.,Ich wohne lieber auf dem Land als in der Stadt.,Gehst du mit mir in die Stadt?,,,
Stadtplan,"der Stadtplan, ¨-e",Haben Sie einen Stadtplan?,,,,,
Standpunkt,"der Standpunkt, -e",Von seinem Standpunkt aus hat er recht.,,,,,
Star,"der Star, -s",Diese Sängerin ist ein großer Star in Deutschland.,,,,,
Start,"der Start, -s",Bleiben Sie bitte während des Starts sitzen.,,,,,
Station,"die Station, -en",Sie müssen an der nächsten Station aussteigen.,Meine Nachbarin liegt auf Station III.,,,,
Statistik,"die Statistik, -en","Die Statistik zeigt, dass jeder zweite ein Fahrrad besitzt.",,,,,
Stau,"der Stau, -s",Auf der A3 gibt es wegen eines Unfalls 5 km Stau.,Wir standen eine Stunde im Stau.,,,,
Staub,der Staub,Ich habe überall Staub gewischt.,,,,,
Steckdose,"die Steckdose, -n",Es gibt drei Steckdosen in diesem Zimmer.,,,,,
Stecker,"der Stecker, -",Der Stecker passt nicht in diese Steckdose.,,,,,
Stein,"der Stein, -e",Die Kinder werfen Steine ins Wasser.,,,,,
Stelle,"die Stelle, -n",Wir treffen uns hier an dieser Stelle.,Ich habe eine neue Stelle.,Diese Stelle in seinem Brief ist mir nicht ganz klar.,An Ihrer Stelle würde ich den Vertrag nicht unterschreiben.,,
Stempel,"der Stempel, -",Der Poststempel trägt das Datum von letzter Woche. Das Paket war lange unterwegs.,,,,,
Stern,"der Stern, -e",Heute sieht man viele Sterne am Himmel.,,,,,
Steuer,"die Steuer, -n",Wir müssen immer mehr Steuern zahlen.,,,,,
"Steward, Stewardess","der Steward, -s die Stewardess, -en",Die Stewardess bringt das Mittagessen.,,,,,
Stift,"der Stift, -e",Kannst du mir bitte einen Stift geben?,,,,,
Stil,"der Stil, -e",Ihr Stil ist sehr elegant.,Das Gebäude gefällt mir. Welcher Baustil ist das?,,,,
Stiefel,"der Stiefel, -",Ich habe mir für den Winter ein Paar warme Stiefel gekauft.,,,,,
Stiege,"die Stiege, -n (A) ? D, CH: Treppe",Wo ist die Toilette? – Die Stiege hoch und dann links.,Meine Oma kann nicht gut Stiegen steigen.,,,,
Stiegenhaus,"das Stiegenhaus, ¨-er (A) ? D, CH: Treppenhaus",Im Stiegenhaus ist kein Licht.,,,,,
Stimme,"die Stimme, -n",Ich habe dich sofort an der Stimme erkannt.,,,,,
Stimmung,"die Stimmung, -en",Es war eine tolle Party. Die Stimmung war sehr gut.,,,,,
Stock,"der Stock ? D, CH: Etage","Das Büro ist im 3. Stock, Zimmer 305.",,,,,
Stockwerk,"das Stockwerk, -e",Das Gebäude hat zwanzig Stockwerke.,,,,,
Stoff,"der Stoff, -e",Was für ein Stoff ist das? – Wolle.,In manchen Farben sind giftige Stoffe.,,,,
Störung,"die Störung, -en",Entschuldigen Sie bitte die Störung.,,,,,
Strafe,"die Strafe, -n",Schwarzfahren kostet 60 Euro Strafe.,,,,,
Strafzettel,"der Strafzettel, -",So ein Pech! Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.,,,,,
Strand,"der Strand, ¨-e",Im Urlaub bin ich am liebsten am Strand.,,,,,
Straße,"die Straße, -n",Wir wohnen in einer sehr kleinen Straße.,Unser Haus ist eine Straße weiter.,,,,
Straßenbahn,"die Straßenbahn, -en (D, A) ? CH: Tram",Fahren wir mit der Straßenbahn oder der U-Bahn?,,,,,
Strecke,"die Strecke, -n",Sind Sie die ganze Strecke zu Fuß gegangen?,Auf der Strecke München – Salzburg: 8 km Stau.,"Ich möchte nach Hamburg fahren. Können Sie mir sagen, welche Strecke am besten ist?",,,
Streichholz,"das Streichholz, ¨-er ? Zündholz; A: Zünder",Ich hätte gern eine Schachtel Streichhölzer.,,,,,
Streik,"der Streik, -s",Es gab einen Streik am Flughafen. Deshalb hatte unsere Maschine Verspätung.,,,,,
Streit,der Streit,Ich möchte keinen Streit mit den Nachbarn.,,,,,
Stress,der Stress,Ich habe bei der Arbeit viel Stress.,,,,,
Strom,der Strom,Wie kann ich im Haushalt Strom sparen?,,,,,
Strumpf,"der Strumpf, ¨-e",Wo sind meine roten Strümpfe?,,,,,
Stück/-stück,"das Stück/-stück, -e",Ich nehme zwei Stück Zucker in den Kaffee.,Möchten Sie noch ein Stück Kuchen?,Was kosten die Kulis? – Ein Euro pro Stück.,Ich begleite dich ein Stück.,Er spielt in dem Stück die Hauptrolle.,
Studie,"die Studie, -n",Wir führen eine Studie über Arbeitslosigkeit durch.,"Eine aktuelle Studie zeigt, dass die Umweltverschmutzung zunimmt.",,,,
"Student, Studentin","der Student, -en die Studentin, -nen",Schüler und Studenten zahlen die Hälfte.,,,,,
Studierende,"der Studierende, -n die Studierende, -n",Zehn Studierende besuchen das Seminar.,,,,,
Studium,"das Studium, Studien",Sie brauchen für diese Stelle ein abgeschlossenes Studium.,,,,,
Studio,"das Studio, -s",Zu Gast im Studio sind heute ...,,,,,
Stufe,"die Stufe, -n","Vorsicht, Stufe!",Die Volkshochschule bietet Sprachkurse auf verschiedenen Stufen an.,,,,
Stuhl,"der Stuhl, ¨-e",Da hinten ist noch ein Stuhl frei.,,,,,
Stunde,"die Stunde, -n",Ich bin in einer Stunde wieder zurück.,Wir haben heute nur vier Stunden Schule.,Ich warte seit zwei Stunden auf dich.,,,
Sturm,"der Sturm, ¨-e",Im Radio haben sie Regen und Sturm angesagt.,,,,,
Sucht,"die Sucht, ¨-e",Die Sucht nach Medikamenten nimmt zu.,Er kämpft gegen seine Alkoholsucht.,Das Internet kann zur Sucht werden.,,,
Suchtmittel,"das Suchtmittel, -",Manche Medikamente sind auch Suchtmittel.,,,,,
Summe,"die Summe, -n",Die Summe scheint mir zu hoch!,,,,,
Supermarkt,"der Supermarkt, ¨-e",Donnerstags gehe ich immer in den Supermarkt.,,,,,
Suppe,"die Suppe, -n",Schmeckt dir die Suppe?,,,,,
Symbol,"das Symbol, -e",Das Herz ist ein Symbol für die Liebe.,Auf dem Bildschirm finden Sie viele Symbole.,,,,
System,"das System, -e",Welches Betriebssystem hast du?,Ich kenne Ihr System nicht. Können Sie es mir erklären?,,,,
Szene,"die Szene, -n",In dieser Szene des Films stirbt der Held.,Ich kenne mich in der Szene nicht aus. Ich bin zu alt.,Bitte mach keine Szene!,,,
Tabelle,"die Tabelle, -n",Tragen Sie die richtige Information in die Tabelle ein.,,,,,
Tablette,"die Tablette, -n",Nehmen Sie dreimal täglich eine Tablette.,,,,,
Tafel,"die Tafel, -n",Der Lehrer schreibt das neue Wort an die Tafel.,Sie finden am Eingang eine Tafel mit Informationen.,Ich hätte gern zwei Tafeln Schokolade.,,,
Tagesablauf,"der Tagesablauf, ¨-e",Wie ist Ihr Tagesablauf?,,,,,
Tal,"das Tal, ¨-er",Unser Dorf liegt in einem Tal.,,,,,
Talent,"das Talent, -e",Sie hat großes Talent für Musik.,,,,,
Tankstelle,"die Tankstelle, -n",Wo ist die nächste Tankstelle?,,,,,
Tante,"die Tante, -n","Die Familie meiner Mutter ist sehr groß, daher habe ich viele Tanten.",,,,,
Tanz,"der Tanz, ¨-e",Diese modernen Tänze kann ich nicht.,,,,,
Tasche,"die Tasche, -n","Ich habe nicht viel Gepäck, nur eine Tasche.",Meine Jacke hat keine Taschen.,,,,
Taschengeld,"das Taschengeld, -er",Wie viel Taschengeld bekommst du im Monat?,,,,,
Taschentuch,"das Taschentuch, ¨-er",Hast du ein Taschentuch für mich?,,,,,
Tasse,"die Tasse, -n",Die Tassen sind von meiner Großmutter.,Möchten Sie eine Tasse Kaffee?,,,,
Tastatur,"die Tastatur, -en",Die Tastatur an meinem Computer ist ganz neu.,,,,,
Taste,"die Taste, -n",An der Fernbedienung ist eine Taste kaputt.,Du musst jetzt die Stopp-Taste drücken.,,,,
Tat,"die Tat, -en",Dieser Mensch hat mit vielen guten Taten geholfen.,,,,,
"Täter, Täterin","der Täter, - die Täterin, -nen",Die Polizei hat den Täter endlich gefasst.,,,,,
Tätigkeit,"die Tätigkeit, -en",Welche Tätigkeit würde Ihnen Spaß machen?,,,,,
Tatsache,"die Tatsache, -n",Das widerspricht den Tatsachen.,,,,,
Technik,"die Technik, -en",Ich verstehe nicht viel von Technik.,"Um die Aufgaben zu lösen, brauchst du eine gute Arbeitstechnik.",,,,
Technologie,"die Technologie, -n",Große Fortschritte gab es in der Technologie.,,,,,
Tee,der Tee,Bitte einen Tee mit Zitrone.,Was kostet dieser Tee hier?,,,,
Teil,"das Teil, -e",Dieses Teil müssen wir erst bestellen.,,,,,
Teil,"der Teil, -e",Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden,Der Film hat zwei Teile. Heute kommt Teil 1.,Gefällt dir der neue Job? – Nur zum Teil.,,,
Teilzeit,die Teilzeit,Ich arbeite im Moment nur Teilzeit.,,,,,
Teilnahme,"die Teilnahme, -n",Die Teilnahme am Gewinnspiel ist kostenlos.,,,,,
"Teilnehmer, Teilnehmerin","der Teilnehmer, - die Teilnehmerin, -nen",Die Teilnehmerinnen aus unserem Kurs kommen aus verschiedenen Ländern.,,,,,
Telefon,"das Telefon, -e",1. Darf ich bitte Ihr Telefon benutzen?,,,,,
Teller,"der Teller, -",Stell bitte schon mal die Teller auf den Tisch!,Willst du noch einen Teller Suppe?,,,,
Temperatur,"die Temperatur, -en",Die Temperaturen steigen heute um 10 Grad.,,,,,
Tempo,das Tempo,Hier darfst du nur Tempo 30 fahren.,"Achtung, hier ist eine Tempo-30-Zone!",,,,
Tennis,das Tennis,Ich spiele gern Tennis.,,,,,
Teppich,"der Teppich, -e",Ich habe mir einen neuen Teppich gekauft.,Habt ihr in eurer neuen Wohnung Teppich oder einen Holzfußboden?,,,,
Termin,"der Termin, -e",Als Termin schlage ich den 3. Mai vor.,,,,,
Terminkalender,"der Terminkalender, -",Hast du unser Treffen schon in deinen Terminkalender eingetragen?,,,,,
Terrasse,"die Terrasse, -n",Setzen wir uns auf die Terrasse!,,,,,
Test,"der Test, -s",Ich bin ganz sicher: Du wirst den Test schaffen.,,,,,
Text,"der Text, -e",Lesen Sie den Text.,,,,,
Theater,"das Theater, -",Wir gehen nächste Woche ins Theater.,,,,,
Thema,"das Thema, Themen",Wir haben im Kurs viel über das Thema Umwelt gesprochen.,,,,,
Theorie,"die Theorie, -n",Das ist die Theorie. In der Praxis ist vieles ganz anders.,,,,,
Therapie,"die Therapie, -n",Die Therapie hat geholfen. Es geht mir schon viel besser.,,,,,
Ticket,"das Ticket, -s",Wir müssen die Tickets für unseren Flug ausdrucken.,Ich kaufe heute Tickets für das Konzert.,,,,
Tier,"das Tier, -e",Er mag Tiere sehr und geht darum oft in den Zoo.,,,,,
Haustier,"das Haustier, -e","Hat deine Familie ein Haustier? ? Ja, wir haben einen Hund.",,,,,
Tierpark,"der Tierpark, -s",Wollen wir am Samstag mit den Kindern in den Tierpark gehen?,,,,,
Tipp,"der Tipp, -s",Kannst du mir einen Tipp geben? Wo finde ich billige Möbel?,,,,,
Tisch,"der Tisch, -e",Das Essen steht schon auf dem Tisch.,,,,,
Titel,"der Titel, -",Wie heißt der Film? – Ich weiß den Titel nicht mehr.,"Haben Sie einen Titel? – Ja, Doktor.",,,,
Tochter,"die Tochter, ¨-",Das ist meine Tochter Katharina.,,,,,
Tod,der Tod,Ich habe ihn vor seinem Tod noch einmal gesehen.,,,,,
Toilette,"die Toilette, -n","Wo ist die Toilette, bitte?",,,,,
Tomate,"die Tomate, -n ? A: Paradeiser",Kauf bitte noch Tomaten auf dem Markt.,,,,,
Topf,"der Topf, ¨-e (D, A) ? CH: Pfanne",Dieses Jahr haben wir keine Töpfe mit Blumen auf dem Balkon.,Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen. ? (CH: Pfanne),,,,
Tor,"das Tor, -e",Hinter dem Tor geht es zur Fabrik.,Die Mannschaft konnte vier Tore schießen.,,,,
Torte,"die Torte, -n",Zum Geburtstag backe ich dir eine Torte.,,,,,
