type,word,german,english
noun,Weg,Wir wohnen im/am Oberweg 10.,We live at Oberweg 10.
noun,Weg,Können Sie mir den Weg zum Bahnhof erklären?,Can you tell me the way to the station?
other,weg/weg-,Meine Handtasche ist weg!,My handbag is gone!
other,weg/weg-,Den Brief darfst du nicht wegwerfen.,You must not throw the letter away.
other,einfach,"Hin und zurück? – Nein, bitte nur einfach.","There and back? - No, just one way please."
other,einfach,Ich verstehe das nicht. Kannst du das bitte einfacher sagen?,"I don't understand that. Can you put it more simply, please?"
other,einfach,Wir haben am Wochenende einen Ausflug gemacht. Es war einfach toll.,We went on a trip at the weekend. It was just great.
noun,Leben,Ich habe mich an das Leben auf dem Land gewöhnt.,I have become accustomed to life in the country.
noun,Leben,Hier ist das Leben teuer.,Life is expensive here.
verb,leben,Leben Ihre Großeltern noch?,Are your grandparents still alive?
verb,leben,Herr Müller hat lange im Ausland gelebt.,Mr. Müller has lived abroad for a long time.
verb,leben,Von der Rente allein kann meine Tante nicht leben.,My aunt can't live on her pension alone.
verb,leben,Ich lebe noch bei meinen Eltern.,I still live with my parents.
noun,Zeit,Ich habe heute keine Zeit.,I don't have time today.
noun,Zeit,Es ist noch früh. Wir haben noch viel Zeit.,It's still early. We still have plenty of time.
noun,Zeit,Um welche Zeit sind Sie normalerweise zu Hause?,What time do you normally get home?
noun,Zeit,Um diese Zeit ist hier wenig los.,There's not much going on here at this time of day.
other,weil,"Ich kann nicht kommen, weil ich krank bin.",I can't come because I'm ill.
verb,kommen,Woher kommen Sie? – Aus Frankreich.,Where are you from? - From France.
verb,kommen,Wir gehen heute Abend ins Konzert. Kommen Sie auch?,We're going to the concert tonight. Are you coming too?
verb,kommen,"Wenn Sie mal nach Köln kommen, besuchen Sie uns.","If you ever come to Cologne, pay us a visit."
verb,kommen,Steffi kommt im Herbst in die Schule.,Steffi starts school in the fall.
verb,kommen,Die Straßenbahn muss gleich kommen.,The streetcar must be coming soon.
verb,kommen,Wer kommt als Nächster dran?,Who will be next?
verb,kommen,Wie sind Sie denn auf diese Idee gekommen?,How did you come up with this idea?
other,heute,Heute kann ich etwas früher nach Hause gehen.,Today I can go home a little earlier.
other,heute,Ab heute bleibt unser Büro nachmittags geschlossen.,Our office will be closed in the afternoon from today.
other,heute,Frau Müller kommt heute in acht Tagen zurück.,Mrs. Müller will be back in eight days.
other,heute,Heute kann man sich eine Welt ohne Internet nicht mehr vorstellen.,"Today, we can no longer imagine a world without the Internet."
verb,wollen,Peter will Arzt werden.,Peter wants to become a doctor.
verb,wollen,Wollen Sie einen Kaffee?,Would you like a coffee?
verb,wollen,Meine Eltern wollten nicht mitfahren.,My parents didn't want to go.
verb,wollen,Was hast du als Kind werden wollen?,What did you want to be when you were a child?
verb,wollen,Tut mir leid. Ich wollte das nicht.,I'm sorry. I didn't mean to do that.
other,damit,"Mach schnell, damit wir nicht zu spät kommen.",Be quick so we're not too late.
other,damit,Was macht man mit diesem Ding? - Damit kann man Dosen aufmachen.,What do you do with this thing? - You can open cans with it.
other,ganz,Ich habe den ganzen Tag noch nichts gegessen.,I haven't eaten anything all day.
other,ganz,Den Zahnarzttermin habe ich ganz vergessen.,I completely forgot about the dentist appointment.
other,ganz,Ich finde Janis ganz nett.,I think Janis is quite nice.
other,ganz,Am Montag ist hier Ruhetag. Das weiß ich ganz sicher.,Monday is a day off here. I know that for sure.
other,ganz,Gott sei Dank ist meine Brille noch ganz.,Thank God my glasses are still in one piece.
other,sicher,Dieses Auto ist besonders sicher.,This car is particularly safe.
other,sicher,"Bist du sicher, dass die Bank heute geöffnet ist?",Are you sure the bank is open today?
other,sicher,Das weiß ich ganz sicher.,I know that for sure.
other,sicher,Du bist jetzt sicher müde.,You must be tired now.
noun,Frau,In meinem Deutschkurs sind mehr Frauen als Männer.,There are more women than men in my German course.
noun,Frau,Ist Ihre Frau berufstätig?,Does your wife work?
noun,Frau,"Guten Tag, Frau Müller!","Hello, Mrs. Müller!"
other,nun,"Schade, dass du arbeiten musst. – Das ist nun mal so.",It's a shame that you have to work. - That's just the way it is.
other,nun,Was ist jetzt? Kommst du nun endlich?,What is it now? Are you finally coming?
other,bis,Die Linie 8 fährt nur bis zum Hauptbahnhof.,Line 8 only goes as far as the main station.
other,bis,Bis wann können Sie bleiben?,Until when can you stay?
other,bis,Tschüs. Bis gleich!,Bye. See you soon!
other,bis,Einige Züge hatten bis zu zwei Stunden Verspätung.,Some trains were up to two hours late.
other,bis,Für die Renovierung brauchen wir drei bis vier Tage.,We need three to four days for the renovation.
other,bis,"Warte hier, bis ich zurückkomme.",Wait here until I come back.
other,zurück/zurück-,Bitte eine Fahrkarte nach Frankfurt und zurück!,One ticket to Frankfurt and back please!
other,zurück/zurück-,Wann wirst du zurückkommen?,When will you be back?
other,zurück/zurück-,Wann muss ich das Buch zurückgeben?,When do I have to return the book?
verb,lassen,Ich habe mein Gepäck am Bahnhof gelassen.,I left my luggage at the station.
verb,lassen,Am Samstag lasse ich mir die Haare schneiden.,I'm having my hair cut on Saturday.
verb,lassen,Ich lasse meine Kinder abends nur eine Stunde fernsehen.,I only let my children watch TV for an hour in the evening.
verb,lassen,Kann ich mein Auto hier stehen lassen?,Can I leave my car here?
verb,lassen,Wo habe ich nur meine Brille gelassen?,Where did I leave my glasses?
verb,lassen,Ich habe meinen Anzug reinigen lassen.,I had my suit dry cleaned.
verb,lassen,Lass mich in Ruhe. Ich muss arbeiten.,Leave me alone. I have to work.
other,hallo,"Hallo, wie geht’s? − Danke, gut, und dir?","Hello, how are you? - Thanks, good, how are you?"
verb,meinen,Dieser Film ist gut. Was meinst du?,This movie is good. What do you think?
verb,meinen,"Ich meine, du solltest weniger rauchen.","I mean, you should smoke less."
noun,Gott,Glaubst du an Gott?,Do you believe in God?
noun,Gott,Gott sei Dank ist ihm nichts passiert.,Thank God nothing happened to him.
other,genau,Haben Sie die genaue Zeit?,Do you have the exact time?
other,genau,"Sind Sie sicher, dass heute Ruhetag ist? – Ja, das weiß ich genau.","Are you sure today is a rest day? - Yes, I know that for sure."
other,genau,Die Uhr geht genau.,The clock is accurate.
other,genau,Es ist genau acht Uhr.,It's exactly eight o'clock.
other,klar,"Sie müssen noch mehr Deutsch lernen. – Ja, das ist mir klar.","You need to learn more German. - Yes, I realize that."
other,klar,Kommst du mit? – Klar!,Are you coming? - Sure!
other,klar,"Ich komme zu deinem Geburtstag, das ist doch klar.","I'm coming to your birthday, that's for sure."
other,klar,Leider haben wir bei der Bahn keine klare Auskunft bekommen.,"Unfortunately, we did not get any clear information from the railroad."
noun,Leute,Auf der Party waren viele Leute.,There were a lot of people at the party.
noun,Vater,Mein Vater arbeitet in einem Restaurant.,My father works in a restaurant.
noun,Vater,Herr Müller ist Vater geworden.,Mr. Müller has become a father.
other,schön,Ich finde eure Wohnung sehr schön.,I think your apartment is very nice.
other,schön,Es ist schön heute.,It's nice today.
other,schön,Wir wünschen Ihnen einen schönen Aufenthalt in Kiel.,We wish you a pleasant stay in Kiel.
other,schön,Schöne Grüße von Herrn Meier.,Best regards from Mr. Meier.
other,schön,"Möchten Sie noch eine Tasse Kaffee? – Nein, danke schön.","Would you like another cup of coffee? - No, thank you."
other,schön,"Schön, dass du kommst.",Nice of you to come.
other,schön,"Ich muss noch arbeiten. – Schön, dann bleiben wir zu Hause.","I still have to work. - Fine, we'll stay at home then."
other,ab,Die Fahrt kostet ab Hamburg 200 Euro.,The trip costs 200 euros from Hamburg.
other,ab,Ab nächster Woche bleibt unser Geschäft samstags geschlossen.,Our store will be closed on Saturdays from next week.
other,ab,Mein Bruder besucht uns ab und zu.,My brother visits us from time to time.
other,gerade,Das Bild hängt nicht gerade.,The picture is not hanging straight.
other,gerade,Kannst du später noch mal anrufen? Wir sind gerade beim Essen.,Can you call back later? We're having dinner right now.
verb,reden,Worüber habt ihr gestern geredet?,What did you talk about yesterday?
other,wohl,Kann ich nach Hause gehen? Ich fühle mich nicht wohl.,Can I go home? I don't feel well.
other,wohl,Das wird wohl etwas länger dauern als geplant.,This will probably take a little longer than planned.
noun,Liebe,Wir haben aus Liebe geheiratet.,We got married for love.
noun,Liebe,Für mich ist das Wichtigste die Liebe zu meiner Familie und zu meinen Kindern.,"For me, the most important thing is the love I have for my family and my children."
noun,Liebe,Die Kinder haben die Geschenke mit viel Liebe gemacht.,The children made the presents with lots of love.
other,jemand,Hat jemand einen Bleistift für mich?,Does anyone have a pencil for me?
other,jemand,"Kennst du jemand, der mir ein Fahrrad leihen kann?",Do you know anyone who can lend me a bike?
noun,Geld,Ich habe nicht genug Geld dabei.,I don't have enough money with me.
noun,Geld,Sie haben mir zu viel Wechselgeld gegeben.,They gave me too much change.
other,durch,Wir sind mit dem Fahrrad durch den Wald gefahren.,We cycled through the forest.
other,durch,"Wenn Sie zum Bahnhof gehen, kommen Sie durch die Goethestraße.","If you walk to the station, you will pass through Goethestraße."
other,durch,Wir haben den ganzen Mai durch geheizt.,We heated throughout the whole of May.
other,durch,Wir haben unsere Wohnung durch einen Freund bekommen.,We got our apartment through a friend.
other,ob,"Ich weiß noch nicht, ob ich kommen kann.",I don't know yet whether I can come.
noun,Mutter,Meine Mutter heißt Klara.,My mother's name is Klara.
noun,Mutter,Dieser Raum ist für Mütter mit kleinen Kindern reserviert.,This room is reserved for mothers with small children.
other,als ob,"Er tut so, als ob wir nie darüber gesprochen hätten.",He acts as if we had never spoken about it.
other,raus/raus-,Willst du rein oder raus?,Do you want in or out?
other,raus/raus-,Er ist gerade rausgelaufen.,He just walked out.
noun,Paar,Ina und Pedro sind ein Paar.,Ina and Pedro are a couple.
noun,Paar,Gestern habe ich mir ein Paar neue Schuhe gekauft.,Yesterday I bought myself a new pair of shoes.
other,(ein) paar,Ich komme gleich. Es dauert nur ein paar Minuten.,I'll be right there. It will only take a few minutes.
other,(ein) paar,Wir fahren mit ein paar Freunden in Urlaub.,We're going on vacation with a few friends.
other,wieso,Wie lange sind Sie hier? – Wieso fragen Sie?,How long have you been here? - Why do you ask?
other,selbst,Den Kuchen habe ich selbst gebacken.,I baked the cake myself.
other,ohne,Bitte eine Pizza ohne Zwiebeln.,"A pizza without onions, please."
other,ohne,"Ohne Auto ist es schwer, zur Arbeit zu kommen.",It's difficult to get to work without a car.
other,ohne,"Mein Sohn ist einfach mit dem Auto weggefahren, ohne mich zu fragen.",My son just drove off in the car without asking me.
other,ohne,"In diesem Haus kann man nichts machen, ohne dass die Nachbarn darüber reden.",You can't do anything in this house without the neighbors talking about it.
other,her/her-,"Wir haben uns lange nicht gesehen. – Ja, das ist wirklich lange her.","We haven't seen each other for a long time. - Yes, it really has been a long time."
other,her/her-,Komm her zu mir!,Come here to me!
verb,helfen,Kannst du mir helfen? Ich muss nächsten Monat umziehen.,Can you help me? I have to move next month.
verb,helfen,Die Tabletten haben mir gut geholfen.,The tablets have helped me well.
verb,finden,Meine Tante hat eine gute Arbeit gefunden.,My aunt has found a good job.
verb,finden,Ich kann meinen Schlüssel nicht finden.,I can't find my key.
verb,finden,Luigi finde ich sehr nett.,I think Luigi is very nice.
verb,(raus/heraus)finden,"Hast du schon rausgefunden, wann und wo man sich für den Kurs anmelden muss?",Have you found out when and where you have to register for the course?
other,"lange, lang",Wie lange dauert die Fahrt von Hamburg nach Berlin?,How long does the journey from Hamburg to Berlin take?
other,"lange, lang",Wie lange bist du schon in Deutschland?,How long have you been in Germany?
other,"lange, lang",Wartest du schon lange?,Have you been waiting long?
other,"lange, lang",Wir sind noch lange nicht fertig mit der Arbeit.,We are far from finished with our work.
other,"lange, lang",Wir haben lange gefrühstückt.,We had a long breakfast.
other,"lange, lang",Beim Arzt muss man oft lange warten.,You often have to wait a long time at the doctor's.
other,"lange, lang",Ich komme gleich. Es dauert nicht lange.,I'll be right there. It won't take long.
other,natürlich,Natürlich helfen wir dir.,Of course we will help you.
other,natürlich,Kommst du auch wirklich zu meiner Party? – Natürlich.,Are you really coming to my party? - Of course.
other,gar,Die Kartoffeln sind noch nicht gar.,The potatoes are not cooked yet.
other,gar,Du räumst nie dein Zimmer auf. – Das ist gar nicht wahr.,You never tidy your room. - That's not true at all.
other,dort,Dort drüben ist der Bahnhof.,The train station is over there.
other,dort,Ich werde in fünf Minuten dort sein.,I'll be there in five minutes.
other,weiter/weiter-,Ich möchte nicht stören. Bitte essen Sie ruhig weiter.,I don't want to disturb you. Please continue eating.
other,weiter/weiter-,Haben Sie noch weitere Fragen?,Do you have any further questions?
verb,geben,Geben Sie mir bitte eine Quittung!,Please give me a receipt!
verb,geben,Können Sie mir etwas zum Schreiben geben?,Can you give me something to write about?
verb,geben,Der Arzt hat mir eine Spritze gegeben.,The doctor gave me an injection.
verb,geben,Was gibt es im Fernsehen?,What's on television?
verb,geben,Es gibt bald Regen.,It will rain soon.
other,seit,Wir wohnen seit dem 1. März in Dortmund.,We have been living in Dortmund since March 1.
